Address,BHK,Super Area(SQFT),Floor,Bathroom,Facing,Ownership,Transaction,Status,Price(Lakh),Price per SQFT,Garden/Park,Main Road,Pool,Price Level
Action Area 3,3,1700,13,2,South,Freehold,Resale,Ready to Move,120,7059,1,0,1,Low
Sector 5 Salt Lake City,3,965,17,2,East,Co-operative Society,Resale,Ready to Move,140,8833,0,0,0,Low
Behala Chowrasta,1,420,1,1,Unknown,Unknown,Resale,Ready to Move,13,3095,0,0,0,Low
Barrackpore Trunk Road,2,931,6,2,Unknown,Unknown,Resale,Ready to Move,67,7197,0,0,0,Low
Action Area 1,2,1225,11,2,Unknown,Unknown,Resale,Unknown,200,16327,0,0,0,Mid
Maheshtala,2,712,8,2,Unknown,Unknown,Resale,Ready to Move,26.8,3764,0,0,0,Low
Rathtala,3,1360,5,2,Unknown,Unknown,Resale,Ready to Move,110,8088,0,0,0,Low
Shibrampur,1,445,3,1,Unknown,Unknown,Resale,Ready to Move,15.5,3483,0,0,0,Low
Rajarhat,3,950,3,2,Unknown,Unknown,New Property,Ready to Move,117,8357,1,0,0,Low
Sinthi,3,1116,12,2,Unknown,Unknown,Resale,Ready to Move,150,13441,0,0,0,Low
Howrah,3,900,7,2,Unknown,Unknown,Resale,Ready to Move,52.5,5024,0,0,0,Low
Barasat,3,1059,2,3,Unknown,Unknown,Resale,Ready to Move,18,1700,0,0,0,Low
Barasat,2,1048,2,2,Unknown,Unknown,Resale,Ready to Move,23,2195,0,0,0,Low
Garia,1,420,2,1,Unknown,Unknown,Resale,Ready to Move,20,4000,0,0,0,Low
New Town,4,2300,,4,Unknown,Unknown,Resale,Ready to Move,110,4783,0,0,0,Low
Barrackpore Trunk Road,4,2150,13,3,Unknown,Unknown,Resale,Ready to Move,150,6977,1,0,0,Low
Baruipur,2,840,2,2,Unknown,Unknown,Resale,Ready to Move,36,4286,0,0,0,Low
Tangra,3,1341,24,3,Unknown,Freehold,Resale,Unknown,200,14914,1,1,1,Mid
Garia,2,870,3,2,Unknown,Freehold,Resale,Ready to Move,38,4368,1,0,0,Low
Alipore,3,1200,,2,Unknown,Unknown,Unknown,Unknown,140,11718,0,0,0,Low
Eastern Metropolitan Bypass,4,1165,5,3,Unknown,Unknown,Resale,Unknown,126,8000,0,1,0,Low
Madhyamgram,1,460,1,1,Unknown,Unknown,Resale,Ready to Move,22,3819,0,0,0,Low
Ekbalpur,3,1280,10,3,Unknown,Unknown,Resale,Ready to Move,190,10795,0,0,0,Mid
Sealdah,4,1923,4,3,East,Freehold,Resale,Ready to Move,190,9880,1,0,0,Mid
Ho Chi M,2,967,5,2,Unknown,Unknown,Resale,Ready to Move,60,6205,0,0,0,Low
Metropolitan Co Operative Hous,3,1840,5,3,Unknown,Freehold,New Property,Ready to Move,190,10326,1,1,1,Mid
Gariahat,3,1550,4,2,South - East,Freehold,New Property,Ready to Move,190,12258.064516129,0,1,0,Mid
Sonarpur,2,978,1,2,South,Freehold,New Property,Ready to Move,36.4,3725,0,1,0,Low
Action Area 3,1,480,4,1,South - East,Freehold,Resale,Ready to Move,23,4792,1,1,0,Low
Nayabad,2,800,1,2,South - East,Freehold,Resale,Ready to Move,25,3125,0,1,0,Low
Eastern Metropolitan Bypass,4,2480,6,4,South - East,Freehold,Resale,Ready to Move,210,8468,1,0,0,Mid
Sodepur,1,428,0,1,Unknown,Unknown,Resale,Ready to Move,17.1,3991,0,0,0,Low
East Topsia,3,1535,1,2,East,Unknown,Resale,Ready to Move,150,9772,0,0,0,Low
Barasat,2,1270,4,2,Unknown,Unknown,Resale,Ready to Move,35,2756,0,0,0,Low
Tangra,4,2581,8,4,Unknown,Freehold,Resale,Ready to Move,225,8718,0,0,0,Mid
Dhakuria,2,620,2,2,South - East,Freehold,Resale,Ready to Move,32,4384,0,0,0,Low
Kolkata,2,990,4,2,Unknown,Unknown,Resale,Unknown,50,5051,0,0,0,Low
Daspara Mukundapur,3,900,2,3,Unknown,Freehold,Resale,Ready to Move,70,5882,0,1,0,Low
Ganguly Bagan,2,784,3,2,Unknown,Unknown,Resale,Ready to Move,50,6378,0,0,0,Low
Karuripara,2,748,1,2,Unknown,Unknown,Resale,Ready to Move,25,2831,0,0,0,Low
Bhowanipore,3,1300,2,2,Unknown,Unknown,Resale,Ready to Move,250,16667,0,0,0,Mid
Joka,3,1370,14,3,Unknown,Unknown,Resale,Ready to Move,95,6934,0,0,0,Low
Barrackpore,2,796,7,1,Unknown,Unknown,Resale,Ready to Move,39,4899,0,0,0,Low
Sonarpur,2,1060,4,2,Unknown,Unknown,Resale,Ready to Move,60,5660.37735849057,0,0,0,Low
Howrah,3,2150,8,3,Unknown,Unknown,Resale,Ready to Move,350,16279,0,0,0,Mid
New Town,3,1550,18,3,Unknown,Unknown,Resale,Unknown,200,12903,0,0,0,Mid
Bhangar,1,351,3,1,Unknown,Unknown,Resale,Ready to Move,14,3988.60398860399,0,0,0,Low
Khardaha,3,1235,2,2,Unknown,Unknown,New Property,Ready to Move,68,5506,0,0,0,Low
Alipore,4,4527,9,5,Unknown,Unknown,Resale,Ready to Move,1000,22090,0,0,0,High
Barrackpore Trunk Road,4,2180,,4,Unknown,Unknown,Resale,Ready to Move,150,6881,0,0,0,Low
Eastern Metropolitan Bypass,4,2100,7,2,Unknown,Unknown,Resale,Ready to Move,250,10417,0,0,0,Mid
Tangra,3,1855,17,2,South,Freehold,Resale,Ready to Move,185,9973,0,0,0,Mid
Tangra,2,990,6,2,Unknown,Unknown,Resale,Ready to Move,120,12121,0,0,0,Low
Narendrapur Rajpur Sonarpur,2,761,2,2,South -West,Freehold,Resale,Ready to Move,41,5388,1,0,1,Low
International Airport,3,2500,8,3,Unknown,Freehold,New Property,Ready to Move,550,20755,1,0,0,High
Tollygunge,3,1720,2,2,East,Freehold,Resale,Ready to Move,145,8430,1,0,1,Low
Rajarhat,3,1753,7,2,Unknown,Unknown,Resale,Ready to Move,100,5705,0,0,0,Low
Barrackpore Trunk Road,3,965,1,2,Unknown,Unknown,New Property,Ready to Move,70,7254,1,0,1,Low
Rajarhat,3,1100,1,2,South - East,Freehold,New Property,Ready to Move,65,4362,1,1,0,Low
Kestopur,3,1250,4,2,Unknown,Unknown,Resale,Ready to Move,60,4800,0,0,0,Low
Sector 5 Salt Lake City,3,1485,9,2,Unknown,Unknown,Resale,Ready to Move,130,8754,0,0,0,Low
Joka,3,1050,3,3,Unknown,Freehold,Resale,Ready to Move,55,5238,1,1,1,Low
Rajarhat,3,1046,27,2,Unknown,Unknown,Resale,Unknown,150,12942,0,0,0,Low
Ballygunge,3,2000,1,3,Unknown,Unknown,Resale,Ready to Move,420,21000,0,0,0,High
New Town,3,1285,13,3,East,Freehold,Resale,Ready to Move,205,13219,1,0,0,Mid
New Alipore,3,1050,6,2,East,Freehold,Resale,Ready to Move,80,7619,0,0,1,Low
Kankurgachi,2,1229,1,2,East,Freehold,Resale,Ready to Move,100,8137,0,0,0,Low
Maheshtala,2,447,13,2,Unknown,Unknown,Resale,Ready to Move,24,3371,0,0,0,Low
Tollygunge,2,1240,1,2,Unknown,Unknown,Resale,Ready to Move,120,9677,0,0,0,Low
Santoshpur,3,1242,3,2,North - West,Freehold,Resale,Ready to Move,90,7246,0,1,0,Low
New Town,3,1588,10,3,Unknown,Unknown,Resale,Ready to Move,150,9446,0,0,0,Low
New Town,2,650,11,2,Unknown,Unknown,Resale,Ready to Move,42,6462,0,0,0,Low
Salt Lake City,3,1485,17,2,Unknown,Unknown,Resale,Ready to Move,130,8754,0,0,0,Low
Rash Behari Avenue,4,1282,2,3,North - West,Freehold,Resale,Ready to Move,230,13450,1,0,0,Mid
Madhyamgram,3,1176,0,2,South,Freehold,Resale,Ready to Move,56,4762,1,0,0,Low
Rajarhat,3,1522,21,2,Unknown,Unknown,Resale,Ready to Move,110,7227,0,0,0,Low
New Town,2,1266,2,2,South,Leasehold,Resale,Ready to Move,120,9479,1,1,1,Low
Chakra Beriya,3,1380,4,3,Unknown,Unknown,Resale,Ready to Move,220,15942,0,0,0,Mid
Eastern Metropolitan Bypass,4,3687,11,4,Unknown,Unknown,Resale,Ready to Move,1000,27122,0,0,0,High
Maheshtala,3,1482,8,2,Unknown,Unknown,Resale,Ready to Move,60,4049,0,0,0,Low
Picnic Garden,3,1369,4,2,East,Freehold,Resale,Ready to Move,130,9496,1,0,0,Low
New Town,3,1550,12,2,Unknown,Unknown,Resale,Ready to Move,110,7097,0,0,0,Low
Eastern Metropolitan Bypass,4,2086,6,3,East,Freehold,Resale,Ready to Move,315,15101,0,0,0,Mid
New Town,4,2077,7,3,Unknown,Unknown,Resale,Ready to Move,210,10111,0,0,0,Mid
Baguiati,2,500,2,1,Unknown,Unknown,Resale,Ready to Move,17,3400,0,0,0,Low
New Town,3,1930,11,3,South - East,Unknown,Resale,Ready to Move,220,11399,1,1,1,Mid
Rajarhat,2,560,3,1,South - East,Freehold,Resale,Ready to Move,45,8036,0,1,0,Low
Patuli,3,1000,2,2,Unknown,Unknown,Resale,Ready to Move,96,8518,0,0,0,Low
Narendrapur Rajpur Sonarpur,3,1315,3,2,Unknown,Freehold,Resale,Unknown,51.5,3916,1,0,0,Low
New Town,2,1060,1,2,Unknown,Unknown,Resale,Ready to Move,100,9434,0,0,0,Low
Bishnupur Road,3,900,2,2,Unknown,Freehold,Resale,Ready to Move,50,4348,1,1,1,Low
Rajarhat,3,1398,5,2,South - East,Freehold,Resale,Unknown,110,7868,1,0,0,Low
Jessore Road,2,1080,4,2,Unknown,Unknown,Resale,Ready to Move,32,2963,0,0,0,Low
Uttarpara Ch,2,1020,6,2,West,Freehold,Resale,Ready to Move,60,5882,0,0,0,Low
Narendrapur Rajpur Sonarpur,2,1059,4,2,Unknown,Freehold,Resale,Ready to Move,51,4816,0,0,0,Low
Narendrapur Rajpur Sonarpur,2,820,2,2,Unknown,Unknown,Resale,Ready to Move,30,3659,0,0,0,Low
New Town,4,1508,3,5,South,Freehold,Resale,Ready to Move,270,12402,0,0,0,Mid
Joka,1,549,6,1,East,Freehold,Resale,Ready to Move,30,5464,1,0,0,Low
Dunlop,3,1450,5,2,North - East,Freehold,Resale,Ready to Move,1100,74324,0,1,0,High
New Town,2,1475,7,2,Unknown,Unknown,Resale,Ready to Move,88,5966,0,0,0,Low
Tangra,3,1200,1,3,Unknown,Unknown,Resale,Ready to Move,150,9323,0,0,0,Low
Khardaha,1,630,1,2,West,Unknown,Resale,Ready to Move,25,3968,1,1,1,Low
Maheshtala,2,712,9,2,Unknown,Freehold,New Property,Ready to Move,32,4494,0,0,0,Low
New Town,4,2230,9,4,Unknown,Unknown,Resale,Ready to Move,175,7847.533632287,0,0,0,Mid
Rajarhat,3,1216,2,2,Unknown,Unknown,Resale,Ready to Move,50,4112,0,0,0,Low
Barasat,3,950,1,2,Unknown,Unknown,Resale,Ready to Move,25,2632,0,0,0,Low
Maheshtala,3,1377,13,2,Unknown,Unknown,Resale,Ready to Move,55,3994,0,0,0,Low
Rajarhat,1,1250,,1,Unknown,Unknown,Resale,Ready to Move,135,10800,0,0,0,Low
Diamond Harbour Road,2,880,10,2,North - East,Freehold,Resale,Ready to Move,47,5341,0,0,0,Low
Sector 5 Salt Lake City,2,1090,19,2,East,Freehold,Resale,Ready to Move,99,9083,0,0,0,Low
Pailan,3,1158,4,2,Unknown,Unknown,New Property,Ready to Move,38,3282,0,0,0,Low
New Town,3,990,4,2,Unknown,Unknown,Resale,Ready to Move,120,11776,0,0,0,Low
Eastern Metropolitan Bypass,3,1719,2,2,South,Unknown,Resale,Ready to Move,130,7563,0,0,0,Low
Diamond Harbour Road,4,2170,10,4,Unknown,Unknown,Resale,Ready to Move,321,14793,1,1,0,Mid
Behala Chowrasta,3,1112,4,2,Unknown,Unknown,Resale,Ready to Move,55,4946,0,0,0,Low
Eastern Metropolitan Bypass,3,1035,1,3,Unknown,Unknown,Resale,Ready to Move,285,17056,0,0,0,Mid
Ramgarh Garia,2,1163,7,2,North - East,Freehold,Resale,Ready to Move,100,8598,1,0,0,Low
Sector 5 Salt Lake City,3,1435,11,3,North - East,Freehold,Resale,Ready to Move,400,20725,1,0,0,Mid
Uttarpara Ch,3,1119,6,2,Unknown,Unknown,Resale,Ready to Move,65,5809,0,0,0,Low
Serampore,2,587,9,2,Unknown,Freehold,Resale,Ready to Move,38,6473.59454855196,1,0,0,Low
Vip Road,3,1405,1,2,Unknown,Unknown,Resale,Ready to Move,140,9964,0,0,0,Low
Maheshtala,3,1356,1,2,Unknown,Unknown,Resale,Unknown,42.2,3112,0,0,0,Low
Pailan,3,1059,3,3,Unknown,Unknown,Resale,Ready to Move,30,2833,0,0,0,Low
Baranagar,2,771,21,2,North - East,Freehold,Resale,Ready to Move,100,9488,1,0,1,Low
Mukundapur,1,513,23,1,South,Freehold,Resale,Ready to Move,50,9747,1,1,1,Low
New Town,3,1956,24,3,Unknown,Unknown,Resale,Ready to Move,140,7157,0,0,0,Low
Rajarhat,2,840,2,2,Unknown,Unknown,Resale,Ready to Move,70,8333,0,0,0,Low
Baguiati,3,1148,3,2,Unknown,Unknown,Resale,Ready to Move,50,4355,0,0,0,Low
New Alipore,3,1600,4,3,Unknown,Unknown,Resale,Ready to Move,150,9375,0,0,0,Low
Joka,3,1208,2,2,Unknown,Unknown,Resale,Ready to Move,55,4553,0,0,0,Low
Howrah,2,614,5,2,Unknown,Unknown,Resale,Ready to Move,55,8958,0,0,0,Low
Kadapara,3,1015,3,3,Unknown,Unknown,Resale,Ready to Move,129,8398,0,0,0,Low
Madurdaha,3,1034,2,2,Unknown,Unknown,Resale,Ready to Move,85,8221,0,0,0,Low
Joka,3,867,13,3,South - East,Unknown,Resale,Ready to Move,110,8607,0,0,0,Low
Eastern Metropolitan Bypass,3,3186,36,4,South,Freehold,Resale,Ready to Move,650,20402,1,1,0,High
Dum Dum,3,1882,2,3,Unknown,Leasehold,Resale,Ready to Move,155,8236,0,0,0,Mid
Action Area 2,3,942,9,2,Unknown,Unknown,Resale,Ready to Move,128,9964,0,0,0,Low
Narendrapur Rajpur Sonarpur,3,1379,17,2,Unknown,Unknown,Resale,Ready to Move,96,6962,0,0,0,Low
Eastern Metropolitan Bypass,3,1425,2,2,East,Unknown,Resale,Ready to Move,230,16140,1,0,0,Mid
Madhyamgram,3,1156,2,2,South - East,Unknown,Resale,Ready to Move,45,3892.73356401384,0,0,0,Low
Gariahat,3,1000,3,3,Unknown,Unknown,Resale,Ready to Move,165,10645,0,0,0,Mid
Belgachia,3,1234,4,2,North,Freehold,Resale,Ready to Move,150,12156,0,0,0,Low
Barrackpore Trunk Road,2,1360,4,2,Unknown,Unknown,Resale,Ready to Move,110,8088,0,0,0,Low
Madhyamgram,2,975,1,2,Unknown,Unknown,Resale,Ready to Move,33,3385,0,0,0,Low
Block N New Alipore,2,687,5,2,South,Co-operative Society,Resale,Ready to Move,125,12376,0,0,0,Low
Rajarhat,2,990,4,2,Unknown,Unknown,Resale,Ready to Move,50,5051,0,0,0,Low
Southern Bypass,2,800,7,2,Unknown,Unknown,Resale,Ready to Move,43,3909,0,0,0,Low
Kolkata,4,2211,4,4,South,Freehold,Resale,Ready to Move,160,7237,1,0,0,Mid
Alipore,3,1674,4,3,East,Freehold,Resale,Ready to Move,200,11947,1,0,0,Mid
Belghoria Expressway,1,600,1,1,Unknown,Unknown,Resale,Ready to Move,46,7667,0,0,0,Low
Joka,2,906,8,2,Unknown,Unknown,Resale,Ready to Move,65,7174,0,0,0,Low
Joka,2,806,10,2,Unknown,Unknown,Resale,Ready to Move,65,8065,0,0,0,Low
Khardaha,2,906,6,2,Unknown,Unknown,Resale,Ready to Move,45,4967,0,0,0,Low
Rajpur,2,896,2,2,Unknown,Unknown,Resale,Ready to Move,60,6696,0,0,0,Low
Howrah,3,1326,16,2,Unknown,Freehold,Resale,Ready to Move,135,10181,0,0,0,Low
Rajarhat,2,821,4,2,South -West,Freehold,Resale,Ready to Move,34,4141.29110840439,0,0,0,Low
Eastern Metropolitan Bypass,2,417,9,1,East,Unknown,Resale,Ready to Move,110,16200,0,1,0,Low
Sodepur,3,1300,3,2,Unknown,Unknown,Resale,Ready to Move,50,3846,0,0,0,Low
East Kolkata Township,2,1134,5,2,Unknown,Unknown,Resale,Ready to Move,114,10097,0,0,0,Low
Rajarhat,2,774,10,2,South,Unknown,Resale,Ready to Move,77,9948,1,1,0,Low
Bhangar,1,450,1,1,Unknown,Unknown,Resale,Ready to Move,12,2667,0,0,0,Low
Jessore Road,3,1100,4,2,Unknown,Unknown,Resale,Ready to Move,65,5909,0,0,0,Low
Howrah,2,1202,7,2,Unknown,Unknown,Resale,Ready to Move,80,6656,0,0,0,Low
Maheshtala,2,750,11,2,Unknown,Unknown,Resale,Ready to Move,32,4267,0,0,0,Low
Maheshtala,2,712,12,2,Unknown,Unknown,Resale,Ready to Move,25,3511,0,0,0,Low
Eastern Metropolitan Bypass,3,1695,3,2,Unknown,Unknown,Resale,Ready to Move,186,10973,0,0,0,Mid
Eastern Metropolitan Bypass,2,1206,4,2,Unknown,Unknown,Resale,Ready to Move,100,8292,0,0,0,Low
Rajarhat,3,1750,1,2,Unknown,Unknown,Resale,Ready to Move,100,5714,0,0,0,Low
Behala,3,1150,9,2,Unknown,Unknown,Resale,Ready to Move,43.7,3800,0,0,0,Low
Rajarhat,2,650,4,2,North - East,Freehold,Resale,Ready to Move,40,4624,1,1,1,Low
Joka,2,850,7,2,Unknown,Co-operative Society,Resale,Ready to Move,54,5320,1,1,0,Low
Barrackpore Trunk Road,3,1513,18,2,Unknown,Unknown,Resale,Ready to Move,135,8923,0,0,0,Low
Alipore,3,1200,4,3,Unknown,Unknown,Resale,Ready to Move,200,11947,0,0,0,Mid
Patuli,3,1182,4,2,East,Freehold,Resale,Ready to Move,91,7699,1,1,1,Low
Phool Bagan Kankurgachi,4,2328,9,3,Unknown,Unknown,Resale,Ready to Move,400,17182,0,0,0,Mid
Anandapur,3,1540,6,3,Unknown,Unknown,Resale,Unknown,425,16667,0,0,0,High
Rajarhat,2,800,1,2,Unknown,Freehold,Resale,Ready to Move,46,5750,0,1,0,Low
New Town,3,1577,4,2,Unknown,Unknown,Resale,Ready to Move,190,12048,0,0,0,Mid
Kamalgazi,2,983,4,2,Unknown,Unknown,Resale,Ready to Move,65,6612,1,1,1,Low
Behala Chowrasta,2,920,3,2,Unknown,Unknown,Resale,Ready to Move,50,5435,0,0,0,Low
Eastern Metropolitan Bypass,4,2500,18,4,North,Unknown,Resale,Ready to Move,450,15000,1,1,0,High
New Town,4,1512,19,3,North - East,Freehold,Resale,Unknown,310,15369,1,1,1,Mid
Narendrapur Rajpur Sonarpur,2,879,3,2,South - East,Freehold,Resale,Ready to Move,45,5119,0,0,1,Low
Barasat,3,1200,2,2,Unknown,Unknown,Resale,Ready to Move,57,4750,0,0,0,Low
Barrackpore,2,796,6,2,South -West,Freehold,Resale,Ready to Move,27,3392,0,1,0,Low
Sector 5 Salt Lake City,3,1485,6,2,Unknown,Unknown,Resale,Ready to Move,215,14478,0,0,0,Mid
Dunlop,2,950,3,2,Unknown,Unknown,Resale,Ready to Move,65,6842,0,0,0,Low
Rajarhat Ma,3,1200,2,2,South,Freehold,Resale,Ready to Move,120,7895,0,0,0,Low
Joka,2,705,9,2,South - East,Freehold,New Property,Ready to Move,53,5638,1,1,0,Low
Mahish Bathan,4,1947,16,4,Unknown,Unknown,Resale,Ready to Move,430,22085,0,0,0,High
Rajarhat Ma,2,875,4,2,South - East,Freehold,Resale,Ready to Move,32,3657,1,1,1,Low
Thakurpukur,3,1389,2,2,East,Freehold,Resale,Ready to Move,51,3672,1,0,0,Low
Tollygunge,3,1475,11,2,Unknown,Unknown,Resale,Unknown,110,7458,0,0,0,Low
Rajarhat,3,1697,15,2,Unknown,Unknown,Resale,Ready to Move,125,7366,0,0,0,Low
Rajarhat,3,1800,15,3,North - East,Freehold,Unknown,Ready to Move,150,8333,1,1,0,Low
Maheshtala,2,712,11,2,South -West,Freehold,Resale,Ready to Move,31.1,4362,0,1,0,Low
Mukundapur,3,2143,27,2,Unknown,Unknown,Resale,Unknown,300,13999,0,0,0,Mid
Bishnupur Rajarhat,2,992,8,2,Unknown,Freehold,Resale,Ready to Move,53,5343,1,0,0,Low
Bally,2,720,0,1,North - East,Co-operative Society,New Property,Unknown,25,3333,0,1,0,Low
Rajarhat,2,897,8,2,Unknown,Unknown,Resale,Ready to Move,44.8,4994,0,0,0,Low
Agarpara,2,696,2,2,South - East,Freehold,Resale,Ready to Move,75,7426,1,1,1,Low
Mahatma Gandhi Road,2,938,2,2,Unknown,Unknown,Resale,Ready to Move,40,4264,0,0,0,Low
New Town,3,1670,6,3,Unknown,Unknown,Resale,Ready to Move,110,6587,0,0,0,Low
Tangra,3,1556,1,3,Unknown,Unknown,Resale,Ready to Move,135,8676,0,0,0,Low
Action Area 1,4,3029,7,5,North - West,Freehold,Resale,Ready to Move,425,14031,0,1,1,High
Rajarhat,3,1275,8,2,Unknown,Unknown,Resale,Ready to Move,151,11843,0,0,0,Mid
Action Area 2,4,1345,17,3,Unknown,Unknown,Resale,Ready to Move,300,22304.8327137547,0,0,0,Mid
Garia,2,956,1,2,Unknown,Unknown,Resale,Ready to Move,61,6381,0,0,0,Low
Sector 5 Salt Lake City,3,1711,1,3,Unknown,Unknown,Resale,Ready to Move,200,11689,0,0,0,Mid
Uttarpara Ch,3,805,11,2,Unknown,Freehold,Resale,Unknown,60,5362,1,0,0,Low
Rajarhat,3,1350,3,2,East,Unknown,Resale,Ready to Move,82,6074,0,0,0,Low
Chak Garia,3,1350,26,2,Unknown,Unknown,Resale,Ready to Move,150,11111,0,0,0,Low
Shakespeare Sarani,2,1200,10,2,East,Freehold,Resale,Ready to Move,195,13122,0,1,0,Mid
Bramhapur,2,780,1,2,Unknown,Freehold,Resale,Ready to Move,30,3846,0,0,0,Low
Baruipur,2,840,3,2,Unknown,Unknown,Resale,Ready to Move,40,4762,0,0,0,Low
Sector 5 Salt Lake City,2,1080,24,2,Unknown,Unknown,Resale,Ready to Move,135,12500,0,0,0,Low
Rajarhat Falta,3,834,1,2,South -West,Unknown,Resale,Ready to Move,100,7710,0,0,0,Low
Behala Chowrasta,2,1052,1,2,Unknown,Unknown,Resale,Ready to Move,43,4087,0,0,0,Low
Maheshtala,3,1236,9,2,Unknown,Unknown,Resale,Ready to Move,42,3398,0,0,0,Low
Rajarhat Falta,3,950,13,3,South,Freehold,New Property,Ready to Move,120,8571,1,0,0,Low
Rajpur Sonarpur,3,1000,8,2,Unknown,Unknown,Resale,Ready to Move,125,12500,0,0,0,Low
Howrah,3,1200,5,3,Unknown,Unknown,Resale,Unknown,120,7864,0,0,0,Low
Rajarhat,3,1585,1,3,Unknown,Unknown,Resale,Ready to Move,90,5678,0,0,0,Low
Tollygunge,3,1047,4,2,East,Freehold,Resale,Ready to Move,51,4093,1,1,1,Low
Rajarhat,3,785,2,3,Unknown,Unknown,Resale,Ready to Move,92,7610,0,0,0,Low
Kasba,2,900,1,2,Unknown,Unknown,Resale,Ready to Move,65,7222,0,0,0,Low
Maheshtala,2,750,3,2,Unknown,Unknown,Resale,Ready to Move,30,4000,0,0,0,Low
Eastern Metropolitan Bypass,3,2100,13,2,Unknown,Unknown,Resale,Ready to Move,220,10476,0,0,0,Mid
Kaikhali,2,860,3,2,Unknown,Unknown,Resale,Ready to Move,45,5233,0,0,0,Low
Santragachi,3,1050,33,3,Unknown,Unknown,Resale,Unknown,59.8,5693,0,0,0,Low
Rajarhat,2,867,3,2,Unknown,Unknown,Resale,Ready to Move,30.1,3472,0,0,0,Low
Regent Park,3,1050,1,3,South,Freehold,Resale,Unknown,115,7419,0,0,0,Low
Konnagar,3,1256,3,3,Unknown,Unknown,Resale,Ready to Move,120,9554,0,0,0,Low
Jessore Road,2,600,10,2,Unknown,Unknown,Resale,Ready to Move,60,6881,0,0,0,Low
Eastern Metropolitan Bypass,3,2000,13,4,Unknown,Unknown,Resale,Ready to Move,400,20000,0,0,0,Mid
Vip Road,3,1440,3,2,Unknown,Unknown,Resale,Ready to Move,100,6944,0,0,0,Low
Mukundapur,3,3490,3,4,Unknown,Unknown,Resale,Ready to Move,400,11461,0,0,0,Mid
Sector 5 Salt Lake City,2,1050,17,2,Unknown,Unknown,Resale,Ready to Move,125,11905,0,0,0,Low
New Alipore,2,1000,3,2,North - West,Unknown,Resale,Ready to Move,150,11538,0,1,0,Low
Maheshtala,2,700,7,1,Unknown,Unknown,Resale,Ready to Move,25,3571,0,0,0,Low
Bakra Hat Road,3,658,4,3,East,Freehold,Resale,Ready to Move,27,2789,0,0,0,Low
Maheshtala,3,1524,8,3,Unknown,Unknown,Resale,Ready to Move,60,3937,0,0,0,Low
Eastern Metropolitan Bypass,4,2161,13,3,Unknown,Unknown,Resale,Ready to Move,160,7404,0,0,0,Mid
Thakurpukur,3,1435,5,2,Unknown,Unknown,Resale,Ready to Move,70,4878,0,0,0,Low
Ranikuthi,2,834,1,2,Unknown,Freehold,Resale,Unknown,82,7289,0,0,0,Low
Barasat,2,863,3,2,Unknown,Unknown,Resale,Ready to Move,25.6,2966,0,0,0,Low
New Town,4,1651,26,4,Unknown,Unknown,Resale,Ready to Move,321,13459,0,0,0,Mid
Mahish Bathan Dhapa,3,968,19,2,North - East,Freehold,Resale,Ready to Move,120,8136,0,1,0,Low
Shibrampur,3,1306,5,3,East,Unknown,Resale,Ready to Move,66,5053.59877488515,1,0,0,Low
Narayanpur,2,920,5,2,Unknown,Unknown,Resale,Ready to Move,41,5170,0,0,0,Low
Park Street Area,2,1137,8,2,Unknown,Unknown,Resale,Ready to Move,275,24186,0,0,0,Mid
Vip Road,3,1195,1,3,Unknown,Freehold,Resale,Ready to Move,126,7910,0,0,0,Low
Basanta Lal Saha Road,3,1475,5,2,Unknown,Unknown,Resale,Ready to Move,120,8136,0,0,0,Low
Joka,2,891,11,2,Unknown,Unknown,Resale,Ready to Move,57,6264,0,0,0,Low
Barrackpore Trunk Road,3,1590,4,3,East,Freehold,Resale,Ready to Move,150,9434,1,0,0,Low
Tangra,3,810,10,2,South,Freehold,Resale,Ready to Move,180,13740,1,1,1,Mid
Action Area 3,3,2128,18,4,Unknown,Freehold,New Property,Unknown,145,6814,1,1,1,Low
Maheshtala,2,548,5,2,East,Freehold,Resale,Unknown,22,4015,1,1,1,Low
Tollygunge,3,1435,6,3,Unknown,Co-operative Society,Resale,Ready to Move,200,13937,1,0,0,Mid
Madhyamgram,2,612,3,2,South - East,Freehold,Resale,Ready to Move,58,6270,0,1,1,Low
Howrah,2,950,2,2,East,Co-operative Society,New Property,Ready to Move,45,4737,0,1,0,Low
Mukundapur,1,517,8,1,Unknown,Unknown,Resale,Ready to Move,37,7157,0,0,0,Low
Barrackpore Trunk Road,3,1359,9,2,South -West,Freehold,New Property,Unknown,100,7358,1,0,1,Low
Behala,3,1325,1,3,North,Freehold,Resale,Ready to Move,105,5183,1,1,0,Low
Joka,2,750,9,2,Unknown,Unknown,Resale,Ready to Move,30,4000,0,0,0,Low
Tangra,3,1743,13,3,North - East,Unknown,Resale,Ready to Move,210,12048,1,0,1,Mid
Ultadanga,2,900,11,2,Unknown,Unknown,Resale,Ready to Move,120,13333,0,0,0,Low
Gariahat Road,2,1100,5,2,North - East,Co-operative Society,Resale,Ready to Move,200,13986,1,0,0,Mid
Hainavi,2,840,2,2,Unknown,Unknown,Resale,Ready to Move,31,3690,0,0,0,Low
Maheshtala,2,712,10,2,East,Freehold,Resale,Ready to Move,24,3371,0,0,0,Low
Convent Road,3,1076,7,3,South,Freehold,Resale,Ready to Move,200,16978,1,1,0,Mid
Maheshtala,3,1236,,3,Unknown,Unknown,Resale,Ready to Move,43,3479,0,0,0,Low
